iso,date,win1,win1_pric,win2,win2_pric,win3,win3_pric,win4,win4_pric,win5,win5_pric,c1,c2,c3,c4,c5,c6,cb
957,2021.04.03,11,"2,126,634,137원",61,"63,915,234원",2835,"1,375,249원",129545,"50,000원",2131893,"5,000원",4,15,24,35,36,40,1
956,2021.03.27,11,"2,022,982,671원",136,"27,270,600원",3053,"1,214,806원",144650,"50,000원",2325943,"5,000원",10,11,20,21,25,41,40
955,2021.03.20,12,"2,023,170,188원",71,"56,990,710원",2650,"1,526,921원",130744,"50,000원",2196889,"5,000원",4,9,23,26,29,33,8
954,2021.03.13,10,"2,478,795,900원",64,"64,551,977원",2657,"1,554,884원",132057,"50,000원",2214839,"5,000원",1,9,26,28,30,41,32
953,2021.03.06,14,"1,640,636,009원",102,"37,530,890원",3273,"1,169,616원",146120,"50,000원",2331848,"5,000원",7,9,22,27,37,42,34
952,2021.02.27,9,"2,713,699,834원",93,"43,769,353원",3039,"1,339,438원",141776,"50,000원",2304925,"5,000원",4,12,22,24,33,41,38
951,2021.02.20,14,"1,747,552,661원",72,"56,633,652원",2907,"1,402,692원",142335,"50,000원",2346154,"5,000원",2,12,30,31,39,43,38
950,2021.02.13,8,"3,281,920,500원",67,"65,311,851원",2886,"1,516,249원",146270,"50,000원",2422941,"5,000원",3,4,15,22,28,40,10
949,2021.02.06,10,"2,458,569,713원",65,"63,040,250원",2594,"1,579,652원",130363,"50,000원",2192075,"5,000원",14,21,35,36,40,44,30
948,2021.01.30,11,"2,188,548,716원",90,"44,581,548원",2905,"1,381,184원",137929,"50,000원",2252913,"5,000원",13,18,30,31,38,41,5
947,2021.01.23,18,"1,275,855,750원",58,"65,992,539원",3182,"1,202,881원",146908,"50,000원",2351804,"5,000원",3,8,17,20,27,35,26
946,2021.01.16,11,"2,157,656,182원",71,"55,714,127원",2949,"1,341,371원",138433,"50,000원",2224563,"5,000원",9,18,19,30,34,40,20
945,2021.01.09,13,"1,765,554,491원",71,"53,878,424원",2490,"1,536,293원",124224,"50,000원",2120882,"5,000원",9,10,15,30,33,37,26
944,2021.01.02,13,"1,961,836,356원",79,"53,805,639원",3057,"1,390,464원",147665,"50,000원",2440455,"5,000원",2,13,16,19,32,33,42
943,2020.12.26,7,"3,435,045,108원",74,"54,156,117원",2722,"1,472,283원",135763,"50,000원",2238429,"5,000원",1,8,13,36,44,45,39
942,2020.12.19,6,"3,761,680,313원",52,"72,340,007원",2473,"1,521,101원",120907,"50,000원",2045438,"5,000원",10,12,18,35,42,43,39
941,2020.12.12,16,"1,347,297,422원",87,"41,296,473원",3275,"1,097,037원",145544,"50,000원",2282851,"5,000원",12,14,25,27,39,40,35
940,2020.12.05,8,"2,846,071,079원",51,"74,407,088원",2329,"1,629,353원",123292,"50,000원",2087480,"5,000원",3,15,20,22,24,41,11
939,2020.11.28,13,"1,708,363,039원",67,"55,245,571원",2682,"1,380,110원",128408,"50,000원",2127595,"5,000원",4,11,28,39,42,45,6
938,2020.11.21,10,"2,249,466,563원",64,"58,579,859원",2531,"1,481,277원",124971,"50,000원",2096955,"5,000원",4,8,10,16,31,36,9
937,2020.11.14,11,"2,058,420,819원",57,"66,206,518원",2480,"1,521,683원",124141,"50,000원",2092601,"5,000원",2,10,13,22,29,40,26
936,2020.11.07,14,"1,492,069,179원",77,"45,214,218원",2864,"1,215,606원",140160,"50,000원",2252623,"5,000원",7,11,13,17,18,29,43
935,2020.10.31,13,"1,711,055,424원",120,"30,894,057원",2933,"1,263,992원",134376,"50,000원",2118071,"5,000원",4,10,20,32,38,44,18
934,2020.10.24,4,"5,765,772,844원",66,"58,240,130원",2359,"1,629,440원",116726,"50,000원",1985417,"5,000원",1,3,30,33,36,39,12
933,2020.10.17,8,"2,927,797,079원",63,"61,963,960원",2215,"1,762,407원",114043,"50,000원",1962088,"5,000원",23,27,29,31,36,45,37
932,2020.10.10,7,"3,390,022,983원",64,"61,797,294원",2420,"1,634,309원",120969,"50,000원",2067196,"5,000원",1,6,15,36,37,38,5
931,2020.10.03,8,"2,957,108,063원",54,"73,015,014원",2596,"1,518,803원",121943,"50,000원",2041653,"5,000원",14,15,23,25,35,43,32
930,2020.09.26,8,"2,832,418,829원",55,"68,664,699원",2776,"1,360,432원",128480,"50,000원",2124548,"5,000원",8,21,25,38,39,44,28
929,2020.09.19,16,"1,308,035,157원",91,"38,330,701원",3028,"1,151,947원",140880,"50,000원",2244712,"5,000원",7,9,12,15,19,23,4
928,2020.09.12,7,"3,134,591,358원",81,"45,148,436원",2639,"1,385,761원",121873,"50,000원",2011931,"5,000원",3,4,10,20,28,44,30
927,2020.09.05,6,"3,714,203,875원",63,"58,955,618원",2331,"1,593,396원",118446,"50,000원",1979589,"5,000원",4,15,22,38,41,43,26
926,2020.08.29,10,"2,032,490,663원",72,"47,048,395원",2923,"1,158,907원",133167,"50,000원",2085580,"5,000원",10,16,18,20,25,31,6
925,2020.08.22,12,"1,771,080,532원",68,"52,090,604원",2335,"1,516,986원",117863,"50,000원",1944019,"5,000원",13,24,32,34,39,42,4
924,2020.08.15,9,"2,382,430,667원",69,"51,791,972원",2198,"1,625,863원",113214,"50,000원",1920852,"5,000원",3,11,34,42,43,44,13
923,2020.08.08,8,"2,667,554,625원",56,"63,513,206원",2376,"1,496,945원",115877,"50,000원",1937187,"5,000원",3,17,18,23,36,41,26
922,2020.08.01,6,"3,417,904,500원",89,"38,403,422원",2876,"1,188,423원",136052,"50,000원",2097501,"5,000원",2,6,13,17,27,43,36
921,2020.07.25,17,"1,232,573,405원",72,"48,504,047원",2682,"1,302,123원",129993,"50,000원",2101238,"5,000원",5,7,12,22,28,41,1
920,2020.07.18,7,"3,120,260,197원",53,"68,684,973원",2348,"1,550,385원",117181,"50,000원",1984222,"5,000원",2,3,26,33,34,43,29
919,2020.07.11,5,"4,305,150,450원",56,"64,064,739원",2541,"1,411,896원",122864,"50,000원",2052965,"5,000원",9,14,17,18,42,44,35
918,2020.07.04,18,"1,117,622,646원",86,"38,986,837원",2718,"1,233,580원",137216,"50,000원",2183337,"5,000원",7,11,12,31,33,38,5
917,2020.06.27,10,"2,144,799,638원",47,"76,056,725원",2260,"1,581,711원",117542,"50,000원",2000201,"5,000원",1,3,23,24,27,43,34
916,2020.06.20,11,"2,025,384,341원",70,"53,045,781원",2184,"1,700,186원",111426,"50,000원",1857917,"5,000원",6,21,22,32,35,36,17
915,2020.06.13,6,"3,518,640,500원",63,"55,851,437원",2436,"1,444,434원",119025,"50,000원",1966167,"5,000원",2,6,11,13,22,37,14
914,2020.06.06,11,"1,950,005,557원",55,"65,000,186원",2585,"1,382,983원",122904,"50,000원",2006794,"5,000원",16,19,24,33,42,44,27
913,2020.05.30,16,"1,338,755,602원",66,"54,091,136원",2467,"1,447,108원",122530,"50,000원",1996371,"5,000원",6,14,16,21,27,37,40
912,2020.05.23,14,"1,493,500,581원",70,"49,783,353원",2547,"1,368,212원",125332,"50,000원",2030860,"5,000원",5,8,18,21,22,38,10
911,2020.05.16,10,"2,113,538,625원",58,"60,733,869원",2571,"1,370,115원",123236,"50,000원",2064778,"5,000원",4,5,12,14,32,42,35
910,2020.05.09,21,"941,316,375원",72,"45,758,435원",2694,"1,222,943원",128516,"50,000원",2074354,"5,000원",1,11,17,27,35,39,31
909,2020.05.02,11,"2,021,062,875원",63,"58,814,000원",2316,"1,599,863원",111558,"50,000원",1910295,"5,000원",7,24,29,30,34,35,33
908,2020.04.25,8,"2,834,856,141원",57,"66,312,425원",2161,"1,749,102원",108610,"50,000원",1858567,"5,000원",3,16,21,22,23,44,30
907,2020.04.18,7,"3,165,059,036원",67,"55,112,969원",2300,"1,605,465원",112189,"50,000원",1903128,"5,000원",21,27,29,38,40,44,37
906,2020.04.11,9,"2,472,607,250원",63,"58,871,602원",2369,"1,565,602원",117171,"50,000원",1988860,"5,000원",2,5,14,28,31,32,20
905,2020.04.04,7,"3,017,862,536원",77,"45,725,190원",2643,"1,332,138원",129133,"50,000원",2111090,"5,000원",3,4,16,27,38,40,20
904,2020.03.28,8,"2,718,077,813원",92,"39,392,433원",2337,"1,550,751원",115626,"50,000원",1938996,"5,000원",2,6,8,26,43,45,11
903,2020.03.21,13,"1,684,582,212원",49,"74,488,330원",2316,"1,575,963원",111981,"50,000원",1902821,"5,000원",2,15,16,21,22,28,45
902,2020.03.14,13,"1,619,317,529원",67,"52,365,990원",2372,"1,479,141원",119126,"50,000원",1945304,"5,000원",7,19,23,24,36,39,30
901,2020.03.07,9,"2,267,974,667원",67,"50,775,553원",2308,"1,473,987원",114451,"50,000원",1890747,"5,000원",5,18,20,23,30,34,21
900,2020.02.29,6,"3,349,851,375원",51,"65,683,361원",2385,"1,404,550원",113132,"50,000원",1872855,"5,000원",7,13,16,18,35,38,14
899,2020.02.22,6,"3,359,356,063원",53,"63,384,077원",2402,"1,398,567원",121900,"50,000원",1993765,"5,000원",8,19,20,21,33,39,37
898,2020.02.15,8,"2,639,313,235원",56,"62,840,792원",3240,"1,086,138원",137051,"50,000원",2005739,"5,000원",18,21,28,35,37,42,17
897,2020.02.08,13,"1,619,922,520원",62,"56,610,196원",2398,"1,463,650원",121076,"50,000원",1996656,"5,000원",6,7,12,22,26,36,29
896,2020.02.01,7,"3,053,222,036원",46,"77,436,791원",2586,"1,377,453원",128068,"50,000원",2066172,"5,000원",5,12,25,26,38,45,23
895,2020.01.25,12,"1,928,079,219원",58,"66,485,491원",2750,"1,402,240원",134059,"50,000원",2185782,"5,000원",16,26,31,38,39,41,23
894,2020.01.18,9,"2,377,935,959원",56,"63,694,714원",2331,"1,530,204원",116749,"50,000원",1971982,"5,000원",19,32,37,40,41,43,45
893,2020.01.11,9,"2,377,433,625원",58,"61,485,353원",2113,"1,687,720원",116062,"50,000원",1899696,"5,000원",1,15,17,23,25,41,10
892,2020.01.04,17,"1,282,017,464원",78,"46,569,011원",2709,"1,340,858원",134155,"50,000원",2155749,"5,000원",4,9,17,18,26,42,36
891,2019.12.28,7,"3,082,673,947원",77,"46,707,182원",2443,"1,472,147원",122132,"50,000원",1998623,"5,000원",9,13,28,31,39,41,19
890,2019.12.21,9,"2,335,486,167원",58,"60,400,505원",2376,"1,474,424원",114859,"50,000원",1915593,"5,000원",1,4,14,18,29,37,6
889,2019.12.14,10,"2,108,986,950원",60,"58,582,971원",2338,"1,503,413원",114198,"50,000원",1907477,"5,000원",3,13,29,38,39,42,26
888,2019.12.07,8,"2,370,359,204원",59,"53,567,440원",2453,"1,288,414원",123025,"50,000원",1990715,"5,000원",3,7,12,31,34,38,32
887,2019.11.30,8,"2,535,268,688원",66,"51,217,550원",2388,"1,415,561원",114719,"50,000원",1885924,"5,000원",8,14,17,27,36,45,10
886,2019.11.23,7,"2,974,643,786원",59,"58,820,640원",2140,"1,621,691원",109766,"50,000원",1768281,"5,000원",19,23,28,37,42,45,2
885,2019.11.16,13,"1,543,832,568원",56,"59,731,618원",2279,"1,467,737원",111832,"50,000원",1869359,"5,000원",1,3,24,27,39,45,31
884,2019.11.09,12,"1,799,077,282원",74,"48,623,711원",2207,"1,630,338원",108076,"50,000원",1817654,"5,000원",4,14,23,28,37,45,17
883,2019.11.02,15,"1,360,519,525원",65,"52,327,675원",2538,"1,340,150원",119613,"50,000원",1924209,"5,000원",9,18,32,33,37,44,22
882,2019.10.26,5,"4,127,270,400원",44,"78,168,000원",2082,"1,651,966원",109226,"50,000원",1839873,"5,000원",18,34,39,43,44,45,23
881,2019.10.19,8,"2,503,212,282원",67,"49,815,170원",2189,"1,524,722원",116952,"50,000원",1939849,"5,000원",4,18,20,26,27,32,9
880,2019.10.12,7,"2,837,810,465원",52,"63,668,825원",2332,"1,419,717원",114994,"50,000원",1939064,"5,000원",7,17,19,23,24,45,38
879,2019.10.05,6,"3,206,361,313원",77,"41,641,057원",2594,"1,236,069원",123497,"50,000원",1952277,"5,000원",1,4,10,14,15,35,20
878,2019.09.28,6,"3,207,993,500원",69,"46,492,660원",2971,"1,079,769원",129139,"50,000원",1994188,"5,000원",2,6,11,16,25,31,3
877,2019.09.21,12,"1,716,607,188원",75,"45,776,192원",2167,"1,584,317원",109806,"50,000원",1867270,"5,000원",5,17,18,22,23,43,12
876,2019.09.14,19,"1,090,657,856원",59,"58,538,134원",2427,"1,423,054원",112619,"50,000원",1856647,"5,000원",5,16,21,26,34,42,24
875,2019.09.07,14,"1,415,946,724원",33,"100,117,446원",2278,"1,450,341원",105071,"50,000원",1726617,"5,000원",19,22,30,34,39,44,36
874,2019.08.31,18,"1,117,123,917원",68,"49,284,879원",2240,"1,496,149원",110655,"50,000원",1830269,"5,000원",1,15,19,23,28,42,32
873,2019.08.24,10,"1,874,553,225원",68,"45,944,932원",2375,"1,315,476원",123684,"50,000원",2001910,"5,000원",3,5,12,13,33,39,38
872,2019.08.17,16,"1,262,705,579원",46,"73,200,324원",2018,"1,668,591원",99681,"50,000원",1715898,"5,000원",2,4,30,32,33,43,29
871,2019.08.10,7,"2,718,071,358원",61,"51,984,972원",2231,"1,421,374원",108666,"50,000원",1792357,"5,000원",2,6,12,26,30,34,38
870,2019.08.03,10,"1,928,842,988원",48,"66,973,715원",2033,"1,581,279원",102000,"50,000원",1705285,"5,000원",21,25,30,32,40,42,31
869,2019.07.27,10,"1,922,582,588원",56,"57,219,720원",2210,"1,449,912원",108562,"50,000원",1814332,"5,000원",2,6,20,27,37,39,4
868,2019.07.20,6,"3,233,804,250원",61,"53,013,185원",2152,"1,502,698원",109133,"50,000원",1789491,"5,000원",12,17,28,41,43,44,25
867,2019.07.13,5,"3,933,755,250원",57,"57,511,042원",2175,"1,507,186원",109516,"50,000원",1820552,"5,000원",14,17,19,22,24,40,41
866,2019.07.06,9,"2,240,409,000원",68,"49,420,787원",2035,"1,651,408원",104919,"50,000원",1770017,"5,000원",9,15,29,34,37,39,12
865,2019.06.29,13,"1,551,729,145원",52,"64,655,382원",2076,"1,619,499원",104626,"50,000원",1749234,"5,000원",3,15,22,32,33,45,2
864,2019.06.22,11,"1,716,553,637원",64,"49,172,110원",2467,"1,275,645원",122913,"50,000원",1957675,"5,000원",3,7,10,13,25,36,32
863,2019.06.15,7,"2,853,357,322원",64,"52,014,327원",2042,"1,630,224원",104949,"50,000원",1753097,"5,000원",16,21,28,35,39,43,12
862,2019.06.08,9,"2,190,922,709원",63,"52,164,827원",2042,"1,609,395원",104765,"50,000원",1755036,"5,000원",10,34,38,40,42,43,32
861,2019.06.01,4,"4,872,108,844원",65,"49,970,348원",2256,"1,439,749원",108644,"50,000원",1819899,"5,000원",11,17,19,21,22,25,24
860,2019.05.25,10,"1,879,899,825원",62,"50,534,942원",2339,"1,339,533원",128867,"50,000원",1882931,"5,000원",4,8,18,25,27,32,42
859,2019.05.18,11,"1,853,927,489원",51,"66,644,453원",1895,"1,793,598원",97729,"50,000원",1678945,"5,000원",8,22,35,38,39,41,24
858,2019.05.11,9,"2,202,347,459원",41,"80,573,688원",2075,"1,592,059원",106176,"50,000원",1789295,"5,000원",9,13,32,38,39,43,23
857,2019.05.04,15,"1,284,915,425원",62,"51,811,106원",2367,"1,357,114원",111971,"50,000원",1833940,"5,000원",6,10,16,28,34,38,43
856,2019.04.27,5,"3,977,927,550원",53,"62,546,031원",1949,"1,700,842원",104537,"50,000원",1700369,"5,000원",10,24,40,41,43,44,17
855,2019.04.20,9,"2,269,510,500원",61,"55,807,636원",2022,"1,683,614원",102532,"50,000원",1765328,"5,000원",8,15,17,19,43,44,7
854,2019.04.13,6,"3,421,706,750원",44,"77,766,063원",1865,"1,834,696원",99152,"50,000원",1716083,"5,000원",20,25,31,32,36,43,3
853,2019.04.06,7,"2,885,006,786원",90,"37,398,237원",2018,"1,667,910원",105158,"50,000원",1787511,"5,000원",2,8,23,26,27,44,13
852,2019.03.30,4,"4,801,543,407원",67,"47,776,552원",2328,"1,375,013원",114850,"50,000원",1876933,"5,000원",11,17,28,30,33,35,9
851,2019.03.23,8,"2,483,692,313원",70,"47,308,425원",2101,"1,576,197원",106132,"50,000원",1750048,"5,000원",14,18,22,26,31,44,40
850,2019.03.16,6,"3,377,587,875원",55,"61,410,689원",2023,"1,669,594원",101591,"50,000원",1727367,"5,000원",16,20,24,28,36,39,5
849,2019.03.09,17,"1,158,252,883원",56,"58,602,081원",2682,"1,223,608원",113125,"50,000원",1851371,"5,000원",5,13,17,29,34,39,3
848,2019.03.02,7,"3,011,580,858원",42,"83,655,024원",2109,"1,665,961원",103845,"50,000원",1792259,"5,000원",1,2,16,22,38,39,34
847,2019.02.23,8,"2,520,846,657원",40,"84,028,222원",2443,"1,375,821원",114324,"50,000원",1857205,"5,000원",12,16,26,28,30,42,22
846,2019.02.16,13,"1,596,884,395원",69,"50,143,713원",1997,"1,732,557원",106009,"50,000원",1797728,"5,000원",5,18,30,41,43,45,13
845,2019.02.09,11,"1,891,217,182원",56,"61,914,849원",2038,"1,701,292원",105790,"50,000원",1782933,"5,000원",1,16,29,33,40,45,6
844,2019.02.02,18,"1,162,963,542원",73,"47,793,023원",2406,"1,450,080원",120078,"50,000원",1997556,"5,000원",7,8,13,15,33,45,18
843,2019.01.26,5,"4,012,970,100원",52,"64,310,419원",2002,"1,670,401원",105717,"50,000원",1777953,"5,000원",19,21,30,33,34,42,4
842,2019.01.19,10,"2,035,475,025원",42,"80,772,819원",2039,"1,663,786원",103190,"50,000원",1735911,"5,000원",14,26,32,36,39,42,38
841,2019.01.12,17,"1,116,095,714원",88,"35,934,900원",2490,"1,269,989원",119648,"50,000원",1901965,"5,000원",5,11,14,30,33,38,24
840,2019.01.05,10,"2,042,961,788원",51,"66,763,458원",2275,"1,496,676원",110586,"50,000원",1852019,"5,000원",2,4,11,28,29,43,27
839,2018.12.29,13,"1,359,454,904원",48,"61,364,284원",2664,"1,105,663원",126227,"50,000원",1946924,"5,000원",3,9,11,12,13,19,35
838,2018.12.22,5,"3,813,733,050원",68,"46,736,925원",2220,"1,431,582원",107897,"50,000원",1777501,"5,000원",9,14,17,33,36,38,20
837,2018.12.15,6,"3,144,449,125원",47,"66,903,173원",2012,"1,562,848원",97334,"50,000원",1656959,"5,000원",2,25,28,30,33,45,6
836,2018.12.08,14,"1,257,843,670원",62,"47,338,203원",2230,"1,316,130원",103846,"50,000원",1719260,"5,000원",1,9,11,14,26,28,19
835,2018.12.01,15,"1,233,681,125원",58,"53,175,911원",2306,"1,337,469원",106763,"50,000원",1767089,"5,000원",9,10,13,28,38,45,35
834,2018.11.24,11,"1,690,693,671원",47,"65,949,044원",1967,"1,575,804원",99132,"50,000원",1643491,"5,000원",6,8,18,35,42,43,3
833,2018.11.17,8,"2,356,317,282원",53,"59,278,423원",1945,"1,615,299원",103152,"50,000원",1715510,"5,000원",12,18,30,39,41,42,19
832,2018.11.10,9,"2,088,204,584원",60,"52,205,115원",2137,"1,465,750원",102312,"50,000원",1706379,"5,000원",13,14,19,26,40,43,30
831,2018.11.03,16,"1,110,702,258원",61,"48,555,290원",2660,"1,113,486원",117332,"50,000원",1849959,"5,000원",3,10,16,19,31,39,9
830,2018.10.27,9,"2,060,528,750원",80,"38,634,915원",2142,"1,442,948원",106206,"50,000원",1764071,"5,000원",5,6,16,18,37,38,17
829,2018.10.20,8,"2,444,650,641원",45,"72,434,094원",1837,"1,774,379원",94679,"50,000원",1637836,"5,000원",4,5,31,35,43,45,29
828,2018.10.13,13,"1,455,185,972원",62,"50,853,274원",1968,"1,602,085원",100644,"50,000원",1704198,"5,000원",4,7,13,29,31,39,18
827,2018.10.06,15,"1,206,500,375원",46,"65,570,673원",2113,"1,427,474원",106164,"50,000원",1761371,"5,000원",5,11,12,29,33,44,14
826,2018.09.29,9,"2,075,192,084원",47,"66,229,535원",2232,"1,394,619원",108626,"50,000원",1755153,"5,000원",13,16,24,25,33,36,42
825,2018.09.22,12,"1,658,710,563원",53,"62,592,852원",2249,"1,475,065원",113070,"50,000원",1850484,"5,000원",8,15,21,31,33,38,42
824,2018.09.15,15,"1,256,646,550원",51,"61,600,322원",2106,"1,491,746원",105359,"50,000원",1745566,"5,000원",7,9,24,29,34,38,26
823,2018.09.08,9,"2,009,843,917원",61,"49,422,392원",2348,"1,283,972원",112065,"50,000원",1795737,"5,000원",12,18,24,26,39,40,15
822,2018.09.01,3,"5,930,898,625원",79,"37,537,334원",2153,"1,377,357원",108789,"50,000원",1735565,"5,000원",9,18,20,24,27,36,12
821,2018.08.25,14,"1,316,155,956원",55,"55,836,920원",2100,"1,462,396원",101082,"50,000원",1687355,"5,000원",1,12,13,24,29,44,16
820,2018.08.18,4,"4,627,313,532원",60,"51,414,595원",1987,"1,552,530원",99433,"50,000원",1644326,"5,000원",10,21,22,30,35,42,6
819,2018.08.11,7,"2,594,534,840원",49,"61,774,640원",1981,"1,527,995원",97667,"50,000원",1638089,"5,000원",16,25,33,38,40,45,15
818,2018.08.04,13,"1,380,804,318원",39,"76,711,351원",1845,"1,621,541원",90205,"50,000원",1490497,"5,000원",14,15,25,28,29,30,3
817,2018.07.28,9,"1,868,477,334원",54,"51,902,149원",2068,"1,355,279원",105276,"50,000원",1718171,"5,000원",3,9,12,13,25,43,34
816,2018.07.21,8,"2,128,107,938원",67,"42,350,407원",2064,"1,374,747원",102402,"50,000원",1675799,"5,000원",12,18,19,29,31,39,7
815,2018.07.14,7,"2,579,855,358원",39,"77,175,161원",1703,"1,767,371원",92977,"50,000원",1596140,"5,000원",17,21,25,26,27,36,4
814,2018.07.07,6,"3,067,192,063원",52,"58,984,463원",1833,"1,673,319원",93837,"50,000원",1585777,"5,000원",2,21,28,38,42,45,30
813,2018.06.30,4,"4,591,763,157원",43,"71,190,127원",1800,"1,700,654원",89323,"50,000원",1548384,"5,000원",11,30,34,35,42,44,27
812,2018.06.23,6,"2,947,954,750원",68,"43,352,276원",1976,"1,491,880원",100498,"50,000원",1693074,"5,000원",1,3,12,14,16,43,10
811,2018.06.16,7,"2,524,148,197원",49,"60,098,767원",2151,"1,369,057원",104155,"50,000원",1703788,"5,000원",8,11,19,21,36,45,25
810,2018.06.09,8,"2,231,598,047원",64,"46,491,626원",2053,"1,449,325원",100608,"50,000원",1672013,"5,000원",5,10,13,21,39,43,11
809,2018.06.02,6,"2,921,372,750원",56,"52,167,371원",2179,"1,340,695원",104350,"50,000원",1703714,"5,000원",6,11,15,17,23,40,39
808,2018.05.26,6,"3,087,620,500원",46,"67,122,185원",1962,"1,573,711원",95319,"50,000원",1597761,"5,000원",15,21,31,32,41,43,24
807,2018.05.19,7,"2,437,662,322원",59,"48,202,363원",2319,"1,226,365원",108300,"50,000원",1749855,"5,000원",6,10,18,25,34,35,33
806,2018.05.12,7,"2,640,760,875원",57,"54,050,662원",1850,"1,665,345원",91180,"50,000원",1561838,"5,000원",14,20,23,31,37,38,27
805,2018.05.05,4,"4,266,061,969원",53,"53,661,157원",2075,"1,370,623원",105602,"50,000원",1700112,"5,000원",3,12,13,18,31,32,42
804,2018.04.28,11,"1,631,996,523원",49,"61,061,095원",2048,"1,460,935원",100907,"50,000원",1659443,"5,000원",1,10,13,26,32,36,9
803,2018.04.21,5,"3,663,810,225원",50,"61,063,504원",2094,"1,458,059원",102413,"50,000원",1657869,"5,000원",5,9,14,26,30,43,2
802,2018.04.14,16,"1,082,947,993원",67,"43,102,408원",2207,"1,308,501원",107980,"50,000원",1814300,"5,000원",10,11,12,18,24,42,27
801,2018.04.07,8,"2,256,786,657원",51,"59,000,959원",1999,"1,505,278원",97006,"50,000원",1618941,"5,000원",17,25,28,37,43,44,2
800,2018.03.31,11,"1,632,246,205원",51,"58,675,518원",2179,"1,373,315원",110956,"50,000원",1801924,"5,000원",1,4,10,12,28,45,26
799,2018.03.24,10,"1,826,427,225원",56,"54,357,954원",2242,"1,357,737원",107519,"50,000원",1725236,"5,000원",12,17,23,34,42,45,33
798,2018.03.17,7,"2,710,791,911원",60,"52,709,843원",2124,"1,488,979원",98988,"50,000원",1653851,"5,000원",2,10,14,22,32,36,41
797,2018.03.10,8,"2,397,028,125원",34,"94,001,103원",1868,"1,710,941원",97900,"50,000원",1641334,"5,000원",5,22,31,32,39,45,36
796,2018.03.03,7,"2,763,490,340원",46,"70,088,524원",1921,"1,678,331원",96701,"50,000원",1643069,"5,000원",1,21,26,36,40,41,5
795,2018.02.24,11,"1,714,977,000원",62,"50,711,686원",2423,"1,297,617원",111043,"50,000원",1825105,"5,000원",3,10,13,26,34,38,36
794,2018.02.17,7,"2,650,940,304원",45,"68,728,082원",2607,"1,186,331원",116809,"50,000원",1877646,"5,000원",6,7,18,19,30,38,13
793,2018.02.10,5,"3,750,146,775원",61,"51,231,514원",2043,"1,529,674원",98216,"50,000원",1635392,"5,000원",10,15,21,35,38,43,31
792,2018.02.03,7,"2,655,736,768원",65,"47,667,071원",1958,"1,582,411원",99185,"50,000원",1684675,"5,000원",2,7,19,25,29,36,16
791,2018.01.27,14,"1,253,081,893원",38,"76,943,625원",2410,"1,213,219원",102931,"50,000원",1713102,"5,000원",2,10,12,31,33,42,32
790,2018.01.20,16,"1,160,516,274원",59,"52,452,713원",2417,"1,280,394원",113336,"50,000원",1812992,"5,000원",3,8,19,27,30,41,12
789,2018.01.13,15,"1,140,976,825원",70,"40,749,173원",2437,"1,170,473원",118089,"50,000원",1868863,"5,000원",2,6,7,12,19,45,38
788,2018.01.06,13,"1,401,475,154원",70,"43,378,993원",2257,"1,345,384원",112504,"50,000원",1828701,"5,000원",2,10,11,19,35,39,29
787,2017.12.30,6,"3,092,108,313원",51,"60,629,575원",2339,"1,321,979원",114842,"50,000원",1863599,"5,000원",5,6,13,16,27,28,9
786,2017.12.23,4,"4,551,365,250원",96,"31,606,704원",2064,"1,470,080원",103000,"50,000원",1708226,"5,000원",12,15,16,20,24,30,38
785,2017.12.16,6,"2,886,622,688원",55,"52,484,049원",1972,"1,463,805원",100062,"50,000원",1678240,"5,000원",4,6,15,25,26,33,40
784,2017.12.09,9,"1,908,678,000원",51,"56,137,589원",2257,"1,268,506원",115089,"50,000원",1699421,"5,000원",3,10,23,24,31,39,22
783,2017.12.02,4,"4,603,964,625원",36,"85,258,605원",1869,"1,642,221원",90899,"50,000원",1532640,"5,000원",14,15,16,17,38,45,36
782,2017.11.25,9,"1,946,487,625원",49,"59,586,356원",2047,"1,426,347원",96821,"50,000원",1585617,"5,000원",6,18,31,34,38,45,20
781,2017.11.18,9,"1,882,891,542원",52,"54,314,180원",1967,"1,435,861원",102959,"50,000원",1699786,"5,000원",11,16,18,19,24,39,43
780,2017.11.11,11,"1,667,520,137원",45,"67,936,006원",1681,"1,818,632원",92630,"50,000원",1605516,"5,000원",15,17,19,21,27,45,16
779,2017.11.04,11,"1,527,709,296원",66,"42,436,370원",2503,"1,118,978원",114464,"50,000원",1751447,"5,000원",6,12,19,24,34,41,4
778,2017.10.28,3,"6,264,069,500원",67,"46,746,788원",1731,"1,809,379원",92126,"50,000원",1575045,"5,000원",6,21,35,36,37,41,11
777,2017.10.21,21,"833,468,036원",66,"44,199,063원",2413,"1,208,926원",111938,"50,000원",1766635,"5,000원",6,12,17,21,34,37,18
776,2017.10.14,7,"2,557,579,393원",50,"59,676,853원",2001,"1,491,176원",102081,"50,000원",1687650,"5,000원",8,9,18,21,28,40,20
775,2017.10.07,5,"3,470,437,650원",37,"78,163,011원",1719,"1,682,392원",91297,"50,000원",1539325,"5,000원",11,12,29,33,38,42,17
774,2017.09.30,11,"1,709,721,512원",60,"52,241,491원",1956,"1,602,500원",101524,"50,000원",1704279,"5,000원",12,15,18,28,34,42,9
773,2017.09.23,11,"1,609,403,080원",58,"50,871,937원",2094,"1,409,061원",104474,"50,000원",1690404,"5,000원",8,12,19,21,31,35,44
